Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Genres,Record Label,Danceability,Energy,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Year
spotify:track:24ySl2hOPGCDcxBxFIqWBu,Rain On Me (with Ariana Grande),Rain On Me (with Ariana Grande),"Lady Gaga,Ariana Grande",2020-05-22,182200,73,False,"art pop,pop",Interscope Records,0.672,0.855,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056,4,2020
spotify:track:0v1x6rN6JHRapa03JElljE,Dynamite,Dynamite,BTS,2020-08-21,199053,3,False,k-pop,2020 BigHit Entertainment,0.746,0.765,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,4,2020
spotify:track:7a53HqqArd4b9NF4XAmlbI,Kings & Queens,Heaven & Hell,Ava Max,2020-09-18,162398,85,False,,Atlantic Records,0.637,0.69,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,4,2020
spotify:track:3jjujdWJ72nww5eGnfs2E7,Adore You,Fine Line,Harry Styles,2019-12-13,207133,84,False,,Columbia,0.676,0.771,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,4,2020
spotify:track:1daDRI9ahBonbWD8YcxOIB,Angels Like You,Plastic Hearts,Miley Cyrus,2020-11-27,196453,86,False,,RCA Records Label,0.672,0.642,-4.035,1,0.0313,0.0981,0.0,0.1,0.494,121.981,4,2020
spotify:track:26XaOsDMbl0e1cVKYfkz6w,Falling,Falling,Trevor Daniel,2018-10-05,159381,71,False,,Alamo,0.785,0.431,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085,4,2020
spotify:track:2DQNYMRjisN3KAPj1bEwOI,Lemonade (feat. Gunna Don Toliver & NAV),B4 The Storm,"Internet Money,Gunna,Don Toliver,NAV",2020-08-29,195428,0,True,melodic rap,Internet Money Records/ TenThousand Projects,0.8,0.658,-6.142,0,0.079,0.25,0.0,0.111,0.462,140.042,4,2020
spotify:track:6jRq8gaZhMUyy5RclRPcAf,hot girl bummer,everything means nothing,blackbear,2020-08-21,188343,78,True,,Alamo,0.782,0.559,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.992,1,2020
spotify:track:6bnF93Rx87YqUBLSgjiMU8,Heartless,After Hours,The Weeknd,2020-03-20,198266,81,True,,Republic Records,0.537,0.746,-5.507,0,0.15,0.0236,1e-06,0.156,0.252,170.083,4,2020
spotify:track:127QTOFJsJQp5LbJbu3A1y,Toosie Slide,Toosie Slide,Drake,2020-04-03,247058,73,True,rap,OVO,0.834,0.454,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618,4,2020
spotify:track:5RqR4ZCCKJDcBLIn4sih9l,Party Girl,Party Girl,StaySolidRocky,2020-04-21,147800,72,True,,Columbia,0.728,0.431,-9.966,0,0.0622,0.749,0.0,0.0996,0.629,130.022,4,2020
spotify:track:2b8fOow8UzyDFAE27YhOZM,Memories,Memories,Maroon 5,2019-09-20,189486,35,False,pop,222 Records/Interscope Records,0.764,0.32,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,4,2020
spotify:track:4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),Stuck with U,"Ariana Grande,Justin Bieber",2020-05-08,228482,82,False,pop,"Ariana Grande & Justin Bieber Stuck With U""- Charity""",0.597,0.45,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,3,2020
spotify:track:4xqrdfXkTW4T0RauPLv3WA,Heather,Kid Krow,Conan Gray,2020-03-20,198040,87,False,,Republic Records,0.357,0.425,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,3,2020
spotify:track:4umIPjkehX1r7uhmGvXiSV,Intentions (feat. Quavo),Changes,"Justin Bieber,Quavo",2020-02-14,212866,78,False,,RBMG/Def Jam,0.806,0.546,-6.637,1,0.0579,0.298,0.0,0.102,0.875,147.988,4,2020
spotify:track:3VyjsVV24RmBIbWJAeUJNu,No Idea,No Idea,Don Toliver,2019-05-29,154424,1,False,,Cactus Jack / Atlantic,0.651,0.631,-5.717,0,0.0896,0.519,0.000579,0.165,0.35,127.994,4,2020
spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc,Life Is Good (feat. Drake),Life Is Good (feat. Drake),"Future,Drake",2020-01-10,237735,75,True,rap,Epic/Freebandz,0.676,0.609,-5.831,0,0.481,0.0706,0.0,0.152,0.508,142.037,4,2020
spotify:track:3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,2019-10-04,175720,87,True,rap,Cactus Jack/Epic,0.598,0.427,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4,2020
spotify:track:2Wo6QQD1KMDWeFkkjLqwx5,Roses - Imanbek Remix,Roses (Imanbek Remix),"SAINt JHN,Imanbek",2019-09-13,176218,11,True,slap house,HITCO,0.785,0.721,-5.457,1,0.0506,0.0149,0.00432,0.285,0.894,121.962,4,2020
spotify:track:45bE4HXI0AwGZXfZtMp8JR,you broke me first,you broke me first,Tate McRae,2020-04-17,169265,9,True,,RCA Records Label,0.667,0.373,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,4,2020
spotify:track:1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,Where the Light Is,Surfaces,2019-01-06,158571,9,False,,"Surfaces, LLC / TenThousand Projects, LLC",0.878,0.525,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022,4,2020
spotify:track:3hxIUxnT27p5WcmjGUXNwx,Shut up My Moms Calling,Shut up My Moms Calling,Hotel Ugly,2020-02-10,164571,88,False,,"Hotel Ugly, under exclusive license to Amuseio AB",0.485,0.409,-10.711,0,0.101,0.325,0.0,0.103,0.376,138.419,4,2020
spotify:track:41L3O37CECZt3N7ziG2z7l,Yummy,Yummy,Justin Bieber,2020-01-03,210426,68,False,,RBMG/Def Jam,0.688,0.514,-6.612,0,0.0903,0.366,0.0,0.116,0.494,145.919,4,2020
spotify:track:5v4GgrXPMghOnBBLmveLac,Savage Remix (feat. Beyoncé),Savage Remix (feat. Beyoncé),"Megan Thee Stallion,Beyoncé",2020-04-29,242000,64,True,,300 Entertainment,0.822,0.743,-4.772,0,0.28,0.016,0.0,0.127,0.636,84.459,4,2020
spotify:track:3vAn0qZzdyuHamcrpkfiX3,How You Like That,How You Like That,BLACKPINK,2020-06-26,181263,0,False,k-pop,YG Entertainment/Interscope Records,0.828,0.782,-4.014,1,0.0918,0.0694,3.41e-05,0.0544,0.351,130.013,4,2020
spotify:track:5GkQIP5mWPi4KZLLXeuFTT,motive (with Doja Cat),Positions,"Ariana Grande,Doja Cat",2020-10-30,167989,74,True,pop,Republic Records,0.789,0.742,-5.664,0,0.0652,0.0681,0.0,0.166,0.661,116.965,4,2020
spotify:track:2Z8yfpFX0ZMavHkcIeHiO1,Monster (Shawn Mendes & Justin Bieber),Monster,"Shawn Mendes,Justin Bieber",2020-11-20,178994,69,False,,Shawn Mendes LP4-5 PS/ Island,0.652,0.383,-7.076,0,0.0516,0.0676,0.0,0.0828,0.549,145.765,4,2020
spotify:track:1raaNykBg1bDnWENUiglUA,Break My Heart,Break My Heart,Dua Lipa,2020-03-25,221820,62,False,pop,Warner Records,0.73,0.729,-3.434,0,0.0886,0.167,1.39e-06,0.349,0.467,113.012,4,2020
spotify:track:7k4t7uLgtOxPwTpFmtJNTY,Tusa,Tusa,"KAROL G,Nicki Minaj",2019-11-07,200960,77,True,"reggaeton,latin,urbano latino",TUSA - Karol G & Nicki Minaj,0.803,0.715,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,4,2020
spotify:track:1yoMvmasuxZfqHEipJhRbp,Hawái,PAPI JUANCHO,Maluma,2020-08-21,199112,84,False,"reggaeton,latin,urbano latino",Sony Music Latin,0.783,0.727,-3.454,0,0.389,0.185,2.46e-05,0.0626,0.558,180.067,4,2020
spotify:track:0EhpEsp4L0oRGM0vmeaN5e,UN DIA (ONE DAY) (Feat. Tainy),UN DIA (ONE DAY) (Feat. Tainy),"J Balvin,Dua Lipa,Bad Bunny,Tainy",2020-07-24,232253,73,False,"reggaeton,latin,pop,trap latino,urbano latino",Universal Music Latino/ NEON16,0.571,0.693,-8.234,0,0.0545,0.00536,0.0,0.173,0.393,168.169,4,2020
spotify:track:6J2LdBN97cDWn0MLxYh9HB,July,THE END OF EVERYTHING,Noah Cyrus,2020-05-15,156106,82,False,,Records/Columbia,0.708,0.186,-8.953,0,0.042,0.868,0.0,0.0779,0.322,72.541,4,2020
spotify:track:4pvb0WLRcMtbPGmtejJJ6y,exile (feat. Bon Iver),folklore,"Taylor Swift,Bon Iver",2020-07-24,285634,82,False,,Taylor Swift,0.298,0.38,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,4,2020
spotify:track:4RVwu0g32PAqgUiJoXsdF8,Happier Than Ever,Happier Than Ever,Billie Eilish,2021-07-30,298899,87,True,,Darkroom/Interscope Records,0.332,0.225,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,3,2021
spotify:track:61KpQadow081I2AsbeLcsb,deja vu,deja vu,Olivia Rodrigo,2021-04-01,215507,14,True,,Olivia Rodrigo PS,0.439,0.61,-7.236,1,0.116,0.593,1.07e-05,0.341,0.172,181.088,4,2021
spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,Good Days,Good Days,SZA,2020-12-25,279204,78,True,r&b,Top Dawg Entertainment/RCA Records,0.436,0.655,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,4,2021
spotify:track:5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),STAY (with Justin Bieber),"The Kid LAROI,Justin Bieber",2021-07-09,141805,83,True,,Columbia,0.591,0.764,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,4,2021
spotify:track:37BZB0z9T8Xu7U3e65qxFy,Save Your Tears (with Ariana Grande) (Remix),Save Your Tears (Remix),"The Weeknd,Ariana Grande",2021-04-23,191013,81,False,pop,Republic Records,0.65,0.825,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,4,2021
spotify:track:748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),"Doja Cat,SZA",2021-04-09,208866,21,True,r&b,Kemosabe Records/RCA Records,0.762,0.701,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,4,2021
spotify:track:6PERP62TejQjgHu81OHxgM,good 4 u,good 4 u,Olivia Rodrigo,2021-05-14,178147,24,True,,Olivia Rodrigo PS,0.556,0.661,-5.052,0,0.204,0.3,0.0,0.101,0.668,168.56,4,2021
spotify:track:3Wrjm47oTz2sjIgck11l5e,Beggin',Chosen,Måneskin,2017-12-08,211560,87,False,,RCA Records Label,0.714,0.8,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,4,2021
spotify:track:7MAibcTli4IisCtbHKrGMh,Leave The Door Open,Leave The Door Open,"Bruno Mars,Anderson .Paak,Silk Sonic",2021-03-05,242096,6,False,,Aftermath Entertainment/Atlantic,0.586,0.616,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,4,2021
spotify:track:4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),Justice,"Justin Bieber,Daniel Caesar,GIVĒON",2021-03-19,198081,83,True,r&b,RBMG/Def Jam,0.677,0.696,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,4,2021
spotify:track:7lPN2DXiMsVn7XUKtOW1CS,drivers license,drivers license,Olivia Rodrigo,2021-01-08,242013,26,True,,Olivia Rodrigo PS,0.585,0.436,-8.761,1,0.0601,0.721,1.31e-05,0.105,0.132,143.874,4,2021
spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,TAKE TIME,GIVĒON,2020-03-27,198370,80,False,r&b,Epic/Not So Fast,0.449,0.465,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,3,2021
spotify:track:67BtfxlNbhBmCDR2L2l8qd,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,2021-03-31,137875,73,True,,Columbia,0.61,0.508,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818,4,2021
spotify:track:6Im9k8u9iIzKMrmV7BWtlF,34+35,Positions,Ariana Grande,2020-10-30,173710,79,True,pop,Republic Records,0.83,0.585,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,4,2021
spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Woman,Planet Her,Doja Cat,2021-06-25,172626,84,True,,Kemosabe Records/RCA Records,0.824,0.764,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,4,2021
spotify:track:463CkQjx2Zk1yXoBuierM9,Levitating (feat. DaBaby),Levitating (feat. DaBaby),"Dua Lipa,DaBaby",2020-10-01,203064,71,False,pop,Warner Records,0.702,0.825,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,4,2021
spotify:track:6tDDoYIxWvMLTdKpjFkc1B,telepatía,Sin Miedo (del Amor y Otros Demonios) ∞,Kali Uchis,2020-12-04,160191,86,False,,EMI / Interscope,0.653,0.524,-9.016,0,0.0502,0.112,0.0,0.203,0.553,83.97,4,2021
spotify:track:0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,Easy On Me,Adele,2021-10-14,224694,81,False,soft pop,Columbia,0.604,0.366,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,4,2021
spotify:track:5enxwA8aAbwZbf5qCHORXi,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,613026,83,True,,Taylor Swift,0.631,0.518,-8.771,1,0.0303,0.274,0.0,0.088,0.205,93.023,4,2021
spotify:track:3UoULw70kMsiVXxW0L3A33,pov,Positions,Ariana Grande,2020-10-30,201882,76,False,pop,Republic Records,0.487,0.534,-5.664,0,0.0555,0.36,0.0,0.1,0.173,131.798,4,2021
spotify:track:4S4QJfBGGrC8jRIjJHf1Ka,Pain,to hell with it,PinkPantheress,2021-10-15,98544,86,False,bedroom pop,Parlophone UK,0.829,0.617,-8.497,1,0.14,0.227,0.00306,0.0618,0.81,125.605,4,2021
spotify:track:60ynsPSSKe6O3sfwRnIBRf,Streets,Hot Pink,Doja Cat,2019-11-07,226986,85,True,,Kemosabe Records/RCA Records,0.749,0.463,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035,4,2021
spotify:track:6PQ88X9TkUIAUIZJHW2upE,Bad Habits,Bad Habits,Ed Sheeran,2021-06-25,231041,13,False,soft pop,Atlantic Records UK,0.808,0.897,-3.712,0,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,4,2021
spotify:track:0lx2cLdOt3piJbcaXIV74f,willow,evermore,Taylor Swift,2020-12-11,214706,77,False,,Taylor Swift,0.392,0.574,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,4,2021
spotify:track:3VqeTFIvhxu3DIe4eZVzGq,Butter,Butter,BTS,2021-05-21,164441,4,False,k-pop,BIGHIT MUSIC / HYBE,0.759,0.459,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,4,2021
spotify:track:3Ofmpyhv5UAQ70mENzB277,Astronaut In The Ocean,Astronaut In The Ocean,Masked Wolf,2021-01-06,132780,74,True,,Elektra (NEK),0.778,0.695,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,4,2021
spotify:track:40iJIUlhi6renaREYGeIDS,Fair Trade (with Travis Scott),Certified Lover Boy,"Drake,Travis Scott",2021-09-03,291175,82,True,rap,OVO,0.666,0.465,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,4,2021
spotify:track:4pt5fDVTg5GhEvEtlz9dKk,I WANNA BE YOUR SLAVE,Teatro d'ira - Vol. I,Måneskin,2021-03-19,173346,85,True,,RCA Records Label,0.75,0.608,-4.008,1,0.0387,0.00165,0.0,0.178,0.958,132.507,4,2021
spotify:track:10hcDov7xmcRviA8jLwEaI,Need to Know,Need to Know,Doja Cat,2021-06-11,210560,6,True,,Kemosabe Records/RCA Records,0.664,0.609,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,4,2021
spotify:track:2Xr1dTzJee307rmrkt8c0g,love nwantiti (ah ah ah),CKay The First,CKay,2019-08-30,145800,80,True,"afrobeats,afrobeat,afro r&b,afropop",Chocolate City Music,0.727,0.739,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005,4,2021
spotify:track:5JCoSi02qi3jJeHdZXMmR8,favorite crime,SOUR,Olivia Rodrigo,2021-05-21,152666,85,False,,Olivia Rodrigo PS,0.369,0.272,-10.497,1,0.0364,0.866,0.0,0.147,0.218,172.929,4,2021
spotify:track:3FeVmId7tL5YN8B7R3imoM,My Universe,My Universe,"Coldplay,BTS",2021-09-24,228000,78,False,k-pop,Parlophone UK,0.588,0.701,-6.39,1,0.0402,0.00813,0.0,0.2,0.443,104.988,4,2021
spotify:track:7hU3IHwjX150XLoTVmjD0q,MONEY,LALISA,LISA,2021-09-10,168227,76,True,k-pop,YG Entertainment/Interscope Records,0.831,0.554,-9.998,0,0.218,0.161,6.12e-05,0.152,0.396,140.026,4,2021
spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,INDUSTRY BABY (feat. Jack Harlow),MONTERO,"Lil Nas X,Jack Harlow",2021-09-17,212352,77,True,,Columbia,0.741,0.691,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,4,2021
spotify:track:0RbW8kWozrVSIGb4V13o0o,Hurricane,Donda,Kanye West,2021-08-29,243187,6,False,rap,Rock The World/IDJ/Kanye LP7,0.587,0.561,-6.569,1,0.146,0.0466,0.0,0.109,0.351,80.009,4,2021
spotify:track:4u4NyuceXP7Uzh7XFJKCr1,Hold On,Hold On,Justin Bieber,2021-03-05,170813,69,False,,RBMG/Def Jam,0.658,0.634,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98,4,2021
spotify:track:4fSIb4hdOQ151TILNsSEaF,Todo De Ti,Todo De Ti,Rauw Alejandro,2021-05-20,199604,76,True,"reggaeton,urbano latino,trap latino,latin",Sony Music Latin/Duars Entertainment,0.78,0.718,-3.605,0,0.0506,0.31,0.000163,0.0932,0.342,127.949,4,2021
spotify:track:0k4d5YPDr1r7FX77VdqWez,You Right,Planet Her,"Doja Cat,The Weeknd",2021-06-25,186173,80,True,,Kemosabe Records/RCA Records,0.828,0.621,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,4,2021
spotify:track:1mSdbey7RstGLY2udgXv74,Essence (feat. Justin Bieber & Tems),Essence (feat. Justin Bieber & Tems),"Wizkid,Justin Bieber,Tems",2021-08-13,263288,62,False,"afrobeats,afrobeat,afropop,azonto,afroswing,afro r&b,afropiano,alté",Starboy/RCA Records,0.835,0.691,-5.828,1,0.113,0.0159,1.44e-05,0.108,0.581,103.999,4,2021
spotify:track:5qNh5WtzMbfpSj2jLlBkoD,Your Power,Your Power,Billie Eilish,2021-04-29,245896,1,False,,Darkroom/Interscope Records,0.634,0.285,-14.007,0,0.0807,0.937,0.000359,0.232,0.203,129.65,4,2021
spotify:track:3USxtqRwSYz57Ewm6wWRMp,Heat Waves,Dreamland,Glass Animals,2020-08-07,238805,91,False,,Polydor Records,0.761,0.525,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,2021
spotify:track:6f3Slt0GbA2bPZlz0aIFXN,The Business,The Business,Tiësto,2020-09-16,164000,77,False,"edm,trance,big room,house,dance",Atlantic Records,0.798,0.62,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,4,2021
spotify:track:1XXimziG1uhM0eDNCZCrUl,Up,Up,Cardi B,2021-02-05,156944,69,True,,Atlantic Records,0.868,0.795,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,4,2021
spotify:track:079Ey5uxL04AKPQgVQwx5h,Baila Conmigo (with Rauw Alejandro),Revelación - EP,"Selena Gomez,Rauw Alejandro",2021-03-12,186087,68,False,"reggaeton,urbano latino,trap latino,latin",Selena Gomez Latin Project,0.823,0.544,-7.132,1,0.0715,0.0215,0.00315,0.0966,0.664,149.903,4,2021
spotify:track:2JPLbjOn0wPCngEot2STUS,Yonaguni,Yonaguni,Bad Bunny,2021-06-04,206710,81,True,"reggaeton,trap latino,urbano latino,latin",Rimas Entertainment LLC,0.644,0.648,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,4,2021
spotify:track:0A1hoCfMLkiAgvhWkkucJa,Body,Good News,Megan Thee Stallion,2020-11-20,171067,72,True,,300 Entertainment,0.914,0.732,-6.1,0,0.241,0.0166,0.0,0.107,0.469,94.066,4,2021
spotify:track:35mvY5S1H3J2QZyna3TFe0,positions,Positions,Ariana Grande,2020-10-30,172324,81,True,pop,Republic Records,0.737,0.802,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,4,2021
spotify:track:5CZ40GBx1sQ9agT82CLQCT,traitor,SOUR,Olivia Rodrigo,2021-05-21,229226,89,False,,Olivia Rodrigo PS,0.38,0.339,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,4,2021
spotify:track:4Ld4kbKo1eOzToQ0P8JA0V,Arcade (feat. FLETCHER),Small Town Boy,"Duncan Laurence,FLETCHER",2020-11-27,187453,69,False,,"Universal Music, a division of Universal International Music BV",0.446,0.395,-9.328,1,0.0365,0.815,0.00216,0.128,0.267,71.944,3,2021
spotify:track:7BoobGhD4x5K96Me0hqC8Q,Build a Bitch,Build a Bitch,Bella Poarch,2021-05-14,122772,72,True,,Warner Records,0.855,0.463,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,4,2021
spotify:track:4LRPiXqCikLlN15c3yImP7,As It Was,As It Was,Harry Styles,2022-03-31,167303,19,False,,Columbia,0.52,0.731,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4,2022
spotify:track:0V3wPSX9ygBnCm8psDIegu,Anti-Hero,Midnights,Taylor Swift,2022-10-21,200690,84,False,,Taylor Swift,0.633,0.648,-6.645,1,0.062,0.121,2.62e-06,0.161,0.49,96.888,4,2022
spotify:track:02MWAaffLxlfxAUY7c5dvx,Heat Waves,Dreamland (+ Bonus Levels),Glass Animals,2020-08-06,238805,14,False,,Polydor Records,0.761,0.525,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,2022
spotify:track:29d0nY7TzCoi22XBqDQkiP,Running Up That Hill (A Deal With God) - 2018 Remaster,Hounds of Love (2018 Remaster),Kate Bush,1985-09-16,300840,7,False,"art pop,baroque pop,art rock",Rhino,0.625,0.533,-11.903,0,0.0596,0.659,0.00266,0.0546,0.139,108.296,4,2022
spotify:track:1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,Un Verano Sin Ti,Bad Bunny,2022-05-06,243716,86,True,"reggaeton,trap latino,urbano latino,latin",Rimas Entertainment LLC,0.65,0.715,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,4,2022
spotify:track:27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X,Jack Harlow",2021-07-23,212000,77,True,,Columbia,0.736,0.704,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,4,2022
spotify:track:3nqQXoyQOWXiESFLlDF1hG,Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),"Sam Smith,Kim Petras",2022-09-22,156943,80,False,soft pop,Capitol Records UK / EMI,0.719,0.454,-7.384,1,0.0707,0.0138,4.83e-06,0.318,0.224,131.007,4,2022
spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,CUFF IT,RENAISSANCE,Beyoncé,2022-07-29,225388,79,True,,Parkwood Entertainment/Columbia,0.78,0.689,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,4,2022
spotify:track:0VO8gYVDSwM1Qdd2GsMoYK,Moth To A Flame (with The Weeknd),Paradise Again,"Swedish House Mafia,The Weeknd",2022-04-15,234000,83,False,edm,Republic Records,0.553,0.659,-7.295,1,0.0391,0.0027,0.0,0.105,0.105,120.146,4,2022
spotify:track:1rDQ4oMwGJI7B4tovsBOxc,First Class,First Class,Jack Harlow,2022-04-08,173947,9,True,,Generation Now/Atlantic,0.905,0.563,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,2022
spotify:track:1qEmFfgcLObUfQm0j1W2CK,Late Night Talking,Harry's House,Harry Styles,2022-05-20,177954,81,False,,Columbia,0.714,0.728,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,4,2022
spotify:track:5CZ40GBx1sQ9agT82CLQCT,traitor,SOUR,Olivia Rodrigo,2021-05-21,229226,89,False,,Olivia Rodrigo PS,0.38,0.339,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,4,2022
spotify:track:6I3mqTwhRpn34SLVafSH7G,Ghost,Justice,Justin Bieber,2021-03-19,153190,86,False,,RBMG/Def Jam,0.601,0.741,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,4,2022
spotify:track:6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,Glimpse of Us,Joji,2022-06-10,233456,16,False,,88rising Music/Warner Records,0.44,0.317,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,3,2022
spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,Bad Habit,Gemini Rights,Steve Lacy,2022-07-15,232066,86,True,,L-M Records/RCA Records,0.686,0.494,-7.093,1,0.0355,0.613,5.8e-05,0.402,0.7,168.946,4,2022
spotify:track:3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,Something in the Orange,Zach Bryan,2022-04-22,228013,88,False,"country,red dirt",Warner Records,0.369,0.192,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3,2022
spotify:track:0mL82sxCRjrs3br407IdJh,Is There Someone Else?,Dawn FM,The Weeknd,2022-01-06,199111,84,False,,XO / Republic Records,0.702,0.586,-7.83,0,0.0313,0.0388,7.27e-05,0.156,0.608,134.951,4,2022
spotify:track:2tTmW7RDtMQtBk7m2rYeSw,Quevedo: Bzrp Music Sessions Vol. 52,Quevedo: Bzrp Music Sessions Vol. 52,"Bizarrap,Quevedo",2022-07-06,198937,84,False,"argentine trap,trap latino,urbano latino",DALE PLAY Records,0.621,0.782,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,4,2022
spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,Un Verano Sin Ti,"Bad Bunny,Chencho Corleone",2022-05-06,178567,85,True,"reggaeton,trap latino,urbano latino,latin",Rimas Entertainment LLC,0.911,0.712,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,4,2022
spotify:track:2FeBslNBMdR9V58uv6hd2t,N95,Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,195950,4,True,"hip hop,west coast hip hop",pgLang/Top Dawg Entertainment/Aftermath/Interscope Records,0.79,0.67,-5.527,1,0.105,0.377,2.32e-06,0.119,0.408,139.956,4,2022
spotify:track:3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),Honestly Nevermind,"Drake,21 Savage",2022-06-17,218364,84,True,rap,OVO,0.529,0.673,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,4,2022
spotify:track:1PckUlxKqWQs3RlWXVBLw3,About Damn Time,About Damn Time,Lizzo,2022-04-14,191822,15,True,,Nice Life/Atlantic,0.836,0.743,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,2022
