Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Genres,Record Label,Danceability,Energy,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2qSkIjg1o9h3YT9RAgYN75,Espresso,Espresso,Sabrina Carpenter,2024-04-12,175459,90,True,,Island Records,0.701,0.76,-5.478,1,0.0285,0.107,6.54e-05,0.185,0.69,103.969,4
spotify:track:2plbrEY59IikOBgBGLjaoe,Die With A Smile,Die With A Smile,"Lady Gaga,Bruno Mars",2024-08-16,251667,97,False,"art pop,pop",Interscope,0.521,0.592,-7.777,0,0.0304,0.308,0.0,0.122,0.535,157.969,3
spotify:track:6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,210373,99,False,,Darkroom/Interscope Records,0.747,0.507,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Not Like Us,Kendrick Lamar,2024-05-04,274192,93,True,"hip hop,west coast hip hop","Kendrick Lamar, under exclusive license to Interscope Records",0.898,0.472,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,4
spotify:track:6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,Beautiful Things,Benson Boone,2024-01-18,180304,88,False,,"Night Street Records, Inc./Warner Records Inc.",0.472,0.471,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3
spotify:track:46kspZSY3aKmwQe7O77fCC,we can't be friends (wait for your love),eternal sunshine,Ariana Grande,2024-03-08,228639,82,False,pop,Republic Records,0.645,0.646,-8.334,1,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,4
spotify:track:0WbMK4wrZ1wFSty9F7FCgu,Good Luck Babe!,Good Luck Babe!,Chappell Roan,2024-04-05,218423,94,False,,Chappell Roan PS/ Island,0.7,0.582,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,4
spotify:track:5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Please Please Please,Sabrina Carpenter,2024-06-06,186365,85,True,,Island Records,0.669,0.586,-6.073,1,0.054,0.274,0.0,0.104,0.579,107.071,4
spotify:track:3qhlB30KknSejmIvZZLjOD,End of Beginning,DECIDE,Djo,2022-09-16,159245,92,False,,Djo,0.689,0.454,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,4
spotify:track:5vNRhkKd0yEAg8suGBpjeY,APT.,APT.,"ROSÉ,Bruno Mars",2024-10-18,169917,94,False,k-pop,Atlantic Records,0.777,0.783,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,4
spotify:track:7gaA3wERFkFkgivjwbSvkG,yes and?,yes and?,Ariana Grande,2024-01-12,214994,75,True,pop,Republic Records,0.787,0.775,-6.614,1,0.0548,0.19,6.54e-05,0.113,0.787,118.998,4
spotify:track:2GxrNKugF82CnoRFbQfzPf,i like the way you kiss me,i like the way you kiss me,Artemas,2024-03-19,142514,85,False,,Artemas,0.599,0.946,-4.263,1,0.0447,0.000938,0.0106,0.0826,0.747,151.647,4
spotify:track:1d7Ptw3qYcfpdLNL5REhtJ,Taste,Short n' Sweet,Sabrina Carpenter,2024-08-23,157279,80,False,,Island Records,0.67,0.91,-4.07,0,0.0634,0.0939,0.0,0.304,0.786,112.966,4
spotify:track:2OzhQlSqBEmt7hmkYxfT6m,Fortnight (feat. Post Malone),THE TORTURED POETS DEPARTMENT,"Taylor Swift,Post Malone",2024-04-18,228965,86,False,,Taylor Swift,0.504,0.386,-10.976,1,0.0308,0.502,1.53e-05,0.0961,0.281,192.004,4
spotify:track:42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),UTOPIA,"Travis Scott,Playboi Carti",2023-07-28,191700,88,True,"rap,rage rap",Cactus Jack/Epic,0.569,0.882,-2.777,0,0.06,0.0316,0.0,0.142,0.201,148.038,4
spotify:track:17phhZDn6oGtzMe56NuWvj,Lose Control,I've Tried Everything But Therapy (Part 1),Teddy Swims,2023-09-15,210688,92,False,,Warner Records,0.561,0.604,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3
spotify:track:0mflMxspEfB0VbI1kyLiAv,Stick Season,Stick Season,Noah Kahan,2022-10-14,182346,88,False,,Mercury Records/Republic Records,0.664,0.5,-6.935,1,0.0651,0.799,0.0,0.0966,0.801,117.896,4
spotify:track:7AYmToZ5y67fBjq4RLFbuq,TEXAS HOLD 'EM,TEXAS HOLD 'EM,Beyoncé,2024-02-10,233456,64,True,,Parkwood Entertainment/Columbia,0.727,0.711,-6.549,1,0.078,0.582,0.0,0.158,0.375,110.012,4
spotify:track:7221xIgOnuakPdLqT0F3nP,I Had Some Help (Feat. Morgan Wallen),I Had Some Help,"Post Malone,Morgan Wallen",2024-05-10,178205,86,True,country,Mercury Records/Republic Records,0.638,0.855,-4.86,1,0.0264,0.00757,0.0,0.245,0.731,127.986,4
spotify:track:3HMY0r2BAdpasXMY8rseR0,Too Sweet,Unheard,Hozier,2024-03-22,251424,80,False,,Rubyworks / Universal-Island Records Ltd.,0.741,0.62,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,4
spotify:track:7fzHQizxTqy8wTXwlrgPQQ,MILLION DOLLAR BABY,MILLION DOLLAR BABY,Tommy Richman,2024-04-26,155151,16,False,,ISO Supremacy. Under exclusive license to PULSE Records.,0.849,0.699,-5.106,0,0.0436,0.0982,0.000215,0.068,0.927,138.003,4
spotify:track:629DixmZGHc7ILtEntuiWE,LUNCH,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,179586,87,False,,Darkroom/Interscope Records,0.893,0.4,-7.981,0,0.0643,0.0452,0.0823,0.0632,0.945,124.987,4
spotify:track:6XjDF6nds4DE2BBbagZol6,Gata Only,Gata Only,"FloyyMenor,Cris MJ",2024-02-02,222000,89,True,"reggaeton chileno,chilean trap,chilean mambo,reggaeton",FloyyMenor under exclusive license to UnitedMasters LLC,0.791,0.499,-8.472,0,0.0509,0.446,2.41e-05,0.0899,0.669,99.986,4
spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,One Of The Girls (with JENNIE Lily Rose Depp),The Idol Episode 4 (Music from the HBO Original Series),"The Weeknd,JENNIE,Lily-Rose Depp",2023-06-23,244684,94,False,k-pop,XO / Republic Records,0.264,0.64,-6.221,1,0.0442,0.0393,2.31e-06,0.151,0.19,84.828,4
spotify:track:3WOhcATHxK2SLNeP5W3v1v,Guess featuring billie eilish,Guess featuring billie eilish,"Charli xcx,Billie Eilish",2024-08-01,143330,81,False,"hyperpop,art pop",Atlantic Records,0.776,0.667,-6.622,1,0.0983,0.0146,0.3,0.0761,0.618,130.019,4
spotify:track:4xdBrk0nFZaP54vvZj0yx7,HOT TO GO!,The Rise and Fall of a Midwest Princess,Chappell Roan,2023-09-22,184841,82,False,,Chappell Roan PS/ Island,0.742,0.757,-4.981,1,0.0421,0.0187,0.0,0.305,0.957,139.982,4
spotify:track:7ne4VBA60CxGM75vw0EYad,That’s So True,The Secret of Us (Deluxe),Gracie Abrams,2024-10-18,166300,96,True,,"Gracie Abrams, under exclusive license to Interscope Records",0.554,0.808,-4.169,1,0.0368,0.214,0.0,0.159,0.372,108.548,4
spotify:track:4q5YezDOIPcoLr8R81x9qy,I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,218004,82,True,,Taylor Swift,0.701,0.751,-8.39,1,0.0502,0.123,0.0,0.15,0.22,129.994,4
spotify:track:1Es7AUAhQvapIcoh3qMKDL,Timeless (feat. Playboi Carti),Timeless,"The Weeknd,Playboi Carti",2024-09-27,256000,51,True,rage rap,XO / Republic Records,0.769,0.722,-5.485,0,0.0507,0.0584,2.56e-06,0.111,0.57,119.973,4
spotify:track:2tudvzsrR56uom6smgOcSf,Like That,WE DON'T TRUST YOU,"Future,Metro Boomin,Kendrick Lamar",2024-03-22,267706,87,True,"rap,hip hop,west coast hip hop",Wilburn Holding Co./Boominati/Epic/Republic,0.814,0.676,-4.67,0,0.231,0.00709,1.28e-05,0.119,0.312,162.012,4
spotify:track:1QoyuMHNBe7lg3YW4Qtll4,St. Chroma (feat. Daniel Caesar),CHROMAKOPIA,"Tyler The Creator,Daniel Caesar",2024-10-28,197019,81,True,,Columbia,0.576,0.884,-5.058,1,0.555,0.357,0.0,0.368,0.373,150.45,4
spotify:track:2KslE17cAJNHTsI2MI0jb2,Standing Next to You,GOLDEN,Jung Kook,2023-11-03,206019,85,False,k-pop,BIGHIT MUSIC,0.711,0.809,-4.389,0,0.0955,0.0447,0.0,0.339,0.816,106.017,4
spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,Who,MUSE,Jimin,2024-07-19,170887,90,False,k-pop,BIGHIT MUSIC,0.66,0.756,-3.743,0,0.032,0.00289,0.0,0.193,0.838,116.034,4
spotify:track:1bjeWoagtHmUKputLVyDxQ,Saturn,Saturn,SZA,2024-02-22,186191,83,False,r&b,Top Dawg Entertainment/RCA Records,0.411,0.619,-6.834,1,0.0368,0.62,0.0,0.11,0.337,177.937,4
spotify:track:3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,261466,96,False,,Darkroom/Interscope Records,0.467,0.247,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,4
spotify:track:2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),A Bar Song (Tipsy),Shaboozey,2024-04-12,171291,88,True,,American Dogwood / EMPIRE,0.722,0.709,-4.95,1,0.0273,0.0633,0.0,0.0804,0.604,81.012,4
spotify:track:3h5TiWTqGxjSjFrbruPFH9,Praise Jah In The Moonlight,Praise Jah In The Moonlight,YG Marley,2023-12-27,263040,78,False,,YG Marley Music,0.66,0.727,-4.028,0,0.0441,0.128,1.31e-05,0.524,0.418,125.023,4
spotify:track:0R6NfOiLzLj4O5VbYSJAjf,La Diabla,La Diabla,Xavi,2023-11-30,172264,78,False,"corridos tumbados,corrido,corridos bélicos,sad sierreño,música mexicana,banda",Interscope Records,0.751,0.819,-4.372,0,0.0409,0.255,0.0,0.236,0.697,131.842,3
spotify:track:05WVKTdZhlIMX4qqMLuo0f,BELLAKEO,BELLAKEO,"Peso Pluma,Anitta",2023-12-07,197333,76,True,"corrido,corridos tumbados,corridos bélicos,música mexicana,sad sierreño,banda,electro corridos,brazilian pop,funk pop,funk carioca,funk,pagode baiano",Double P Records,0.72,0.88,-2.834,1,0.101,0.0562,0.06,0.153,0.463,180.011,4
