Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Genres,Record Label,Danceability,Energy,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1qEmFfgcLObUfQm0j1W2CK,Late Night Talking,Harry's House,Harry Styles,2022-05-20,177954,81,False,,Columbia,0.714,0.728,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,4
spotify:track:5CZ40GBx1sQ9agT82CLQCT,traitor,SOUR,Olivia Rodrigo,2021-05-21,229226,89,False,,Olivia Rodrigo PS,0.38,0.339,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,4
spotify:track:6I3mqTwhRpn34SLVafSH7G,Ghost,Justice,Justin Bieber,2021-03-19,153190,86,False,,RBMG/Def Jam,0.601,0.741,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,4
spotify:track:6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,Glimpse of Us,Joji,2022-06-10,233456,16,False,,88rising Music/Warner Records,0.44,0.317,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,3
spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,Bad Habit,Gemini Rights,Steve Lacy,2022-07-15,232066,86,True,,L-M Records/RCA Records,0.686,0.494,-7.093,1,0.0355,0.613,5.8e-05,0.402,0.7,168.946,4
spotify:track:3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,Something in the Orange,Zach Bryan,2022-04-22,228013,88,False,"country,red dirt",Warner Records,0.369,0.192,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3
spotify:track:0mL82sxCRjrs3br407IdJh,Is There Someone Else?,Dawn FM,The Weeknd,2022-01-06,199111,84,False,,XO / Republic Records,0.702,0.586,-7.83,0,0.0313,0.0388,7.27e-05,0.156,0.608,134.951,4
spotify:track:2tTmW7RDtMQtBk7m2rYeSw,Quevedo: Bzrp Music Sessions Vol. 52,Quevedo: Bzrp Music Sessions Vol. 52,"Bizarrap,Quevedo",2022-07-06,198937,84,False,"argentine trap,trap latino,urbano latino",DALE PLAY Records,0.621,0.782,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,4
spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,Un Verano Sin Ti,"Bad Bunny,Chencho Corleone",2022-05-06,178567,85,True,"reggaeton,trap latino,urbano latino,latin",Rimas Entertainment LLC,0.911,0.712,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,4
spotify:track:2FeBslNBMdR9V58uv6hd2t,N95,Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,195950,4,True,"hip hop,west coast hip hop",pgLang/Top Dawg Entertainment/Aftermath/Interscope Records,0.79,0.67,-5.527,1,0.105,0.377,2.32e-06,0.119,0.408,139.956,4
spotify:track:3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),Honestly Nevermind,"Drake,21 Savage",2022-06-17,218364,84,True,rap,OVO,0.529,0.673,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,4
spotify:track:1PckUlxKqWQs3RlWXVBLw3,About Damn Time,About Damn Time,Lizzo,2022-04-14,191822,15,True,,Nice Life/Atlantic,0.836,0.743,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4
spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Lavender Haze,Midnights,Taylor Swift,2022-10-21,202395,76,True,,Taylor Swift,0.735,0.449,-10.56,0,0.0883,0.23,0.00126,0.132,0.0955,97.05,4
spotify:track:3IAfUEeaXRX9s9UdKOJrFI,Envolver,Envolver,Anitta,2021-11-11,193805,72,False,"brazilian pop,funk pop,funk carioca,funk,pagode baiano",WEA Latina,0.812,0.736,-5.421,0,0.0833,0.152,0.00254,0.0914,0.396,91.993,4
spotify:track:5ildQOEKmJuWGl2vRkFdYc,DESPECHÁ,DESPECHÁ,ROSALÍA,2022-07-28,157017,76,True,latin,Columbia,0.919,0.623,-6.521,1,0.0992,0.184,1.63e-05,0.0609,0.775,130.037,4
spotify:track:3Kkjo3cT83cw09VJyrLNwX,Oh My God,30,Adele,2021-11-19,225148,75,False,soft pop,Columbia,0.534,0.725,-3.906,1,0.046,0.091,0.0,0.0264,0.55,88.098,4
spotify:track:4fouWK6XVHhzl78KzQ1UjL,abcdefu,abcdefu,GAYLE,2021-08-13,168601,77,True,,Atlantic/Arthouse Records,0.695,0.54,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,4
spotify:track:7rglLriMNBPAyuJOMGwi39,Cold Heart - PNAU Remix,The Lockdown Sessions,"Elton John,Dua Lipa,PNAU",2021-10-22,202735,73,False,pop,EMI,0.795,0.8,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,4
spotify:track:50nfwKoDiSYg8zOCREWAm5,Shivers,=,Ed Sheeran,2021-10-25,207853,86,False,soft pop,Atlantic Records UK,0.788,0.859,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4
spotify:track:0mBP9X2gPCuapvpZ7TGDk3,Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),"Charlie Puth,Jung Kook,BTS",2022-06-24,154486,73,False,"soft pop,pop,k-pop",Atlantic Records,0.881,0.592,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,4
spotify:track:1SOClUWhOi8vHZYMz3GluK,Infinity,Feel Something,Jaymes Young,2017-06-23,237720,81,False,,Atlantic Records,0.671,0.673,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,4
spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,MONTERO,Lil Nas X,2021-09-17,143901,78,True,,Columbia,0.737,0.846,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,4
spotify:track:3RfTeIrWS8LNrfHYwechtt,Sunroof,Sunroof,"Nicky Youre,hey daisy",2021-11-26,163025,4,False,,Thirty Knots,0.768,0.716,-5.11,1,0.0404,0.35,0.0,0.15,0.841,131.43,4
spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,I Ain’t Worried (Music From The Motion Picture Top Gun: Maverick),OneRepublic,2022-05-13,148485,86,False,soft pop,Interscope Records,0.704,0.797,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4
spotify:track:09gysnJpfQ3ublBmJDfcEC,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),"Amaarae,Kali Uchis,MOLIY",2021-09-16,204763,78,True,"alté,afrobeats,afro r&b",0207 Def Jam,0.87,0.523,-8.052,0,0.0602,0.433,2.07e-05,0.113,0.319,110.02,4
spotify:track:1ri9ZUkBJVFUdgwzCnfcYs,MAMIII,MAMIII,"Becky G,KAROL G",2022-02-10,226088,74,False,"reggaeton,latin,urbano latino",Kemosabe Records/RCA Records,0.843,0.7,-3.563,0,0.0803,0.0934,0.0,0.14,0.899,93.991,4
spotify:track:6mmPpaltUZK7xjNlBPQQ0p,Desesperados,VICE VERSA,"Rauw Alejandro,Chencho Corleone",2021-12-10,224996,84,True,"reggaeton,urbano latino,trap latino,latin",Sony Music Latin/Duars Entertainment,0.869,0.694,-3.35,0,0.0783,0.356,0.00125,0.0878,0.511,90.02,4
spotify:track:4C6Uex2ILwJi9sZXRdmqXp,Super Freaky Girl,Super Freaky Girl,Nicki Minaj,2022-08-12,170977,71,True,,Republic Records,0.95,0.891,-2.653,1,0.241,0.0645,1.77e-05,0.309,0.912,133.01,4
spotify:track:2SLwbpExuoBDZBpjfefCtV,Out of Time,Dawn FM,The Weeknd,2022-01-06,214193,79,False,,XO / Republic Records,0.65,0.76,-4.422,0,0.0446,0.255,0.0,0.339,0.838,93.057,4
spotify:track:59CfNbkERJ3NoTXDvoURjj,Boyfriend,Boyfriend,Dove Cameron,2022-02-11,153000,75,True,,Disruptor Records/Columbia,0.345,0.612,-6.543,0,0.0608,0.232,0.0,0.194,0.232,179.773,3
spotify:track:0skYUMpS0AcbpjcGsAbRGj,Pink Venom,Pink Venom,BLACKPINK,2022-08-19,186964,67,False,k-pop,YG Entertainment/Interscope Records,0.798,0.697,-7.139,1,0.0891,0.0202,0.0,0.259,0.745,90.031,4
spotify:track:34ZAzO78a5DAVNrYIGWcPm,Shirt,Shirt,SZA,2022-10-28,181830,67,True,r&b,Top Dawg Entertainment/RCA Records,0.824,0.453,-9.604,0,0.0968,0.146,0.0273,0.0896,0.552,119.959,4
spotify:track:5IgjP7X4th6nMNDh4akUHb,Under The Influence,Indigo (Extended),Chris Brown,2019-10-04,184613,87,True,r&b,Chris Brown Entertainment/RCA Records,0.755,0.562,-8.947,0,0.0355,0.0186,0.000231,0.18,0.368,116.931,4
spotify:track:6zJejIfVYLgjud3lTk4DLB,SNAP,SNAP PACK,Rosa Linn,2022-07-15,179551,1,False,,Columbia,0.565,0.636,-8.198,1,0.0638,0.107,9.9e-06,0.447,0.525,170.01,4
spotify:track:2DB4DdfCFMw1iaR6JaR03a,Bam Bam (feat. Ed Sheeran),Familia,"Camila Cabello,Ed Sheeran",2022-04-07,206070,74,False,soft pop,Epic,0.756,0.697,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,4
spotify:track:1O2pcBJGej0pmH2Y9XZMs6,Una Noche en Medellín,Una Noche en Medellín,Cris MJ,2022-01-21,153750,7,True,"reggaeton chileno,chilean trap,chilean mambo,reggaeton",Nabru Records LLC,0.87,0.548,-5.253,0,0.077,0.0924,4.6e-05,0.0534,0.832,96.018,4
spotify:track:7dSZ6zGTQx66c2GF91xCrb,PROVENZA,PROVENZA,KAROL G,2022-04-22,210200,76,False,"reggaeton,latin,urbano latino",BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,0.87,0.516,-8.006,1,0.0541,0.656,0.00823,0.11,0.53,111.005,4
spotify:track:58HvfVOeJY7lUuCqF0m3ly,MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,Elley Duhé,2020-01-10,184447,78,False,,Not Fit For Society/RCA Records,0.41,0.611,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,3
spotify:track:1r9xUipOqoNwggBpENDsvJ,Enemy (with JID) - from the series Arcane League of Legends,Enemy (with JID) [from the series Arcane League of Legends],"Imagine Dragons,JID,Arcane,League of Legends",2021-10-28,173381,78,False,,KIDinaKORNER/Interscope Records,0.728,0.783,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,4
spotify:track:28JBD8p18xNuOfyV7Cotdn,Massive,Honestly Nevermind,Drake,2022-06-17,336924,75,False,rap,OVO,0.499,0.671,-6.774,0,0.0561,0.114,0.0169,0.148,0.0557,124.994,3
