Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2Hh3ETdQKrmSI3QS0hme7g,"Too Many Nights (feat. Don Toliver & with Future)","HEROES & VILLAINS","Metro Boomin,Future,Don Toliver",2022-12-02,199920,85,true,nick170708!,2024-08-03T02:19:04Z,"rap","Republic Records",0.573,0.668,7,-4.356,0,0.0467,0.189,0.0000401,0.109,0.145,87.973,4
spotify:track:5WxVXxCMRnvxUKFq40ELwq,"Escapism.","Escapism. (Sped Up)","RAYE,070 Shake",2022-11-25,272373,2,true,nick170708!,2023-01-07T03:25:20Z,"","Human Re Sources",0.538,0.742,2,-5.355,1,0.114,0.138,0.0000467,0.0934,0.25,96.107,4
spotify:track:1vYXt7VSjH9JIM5oRRo7vA,"Dance The Night - From Barbie The Album","Dance The Night (From Barbie The Album)","Dua Lipa",2023-05-25,176579,84,false,nick170708!,2023-05-26T09:44:35Z,"pop","Atlantic Records",0.671,0.845,11,-4.93,0,0.048,0.0207,0,0.329,0.775,110.056,4
spotify:track:5w40ZYhbBMAlHYNDaVJIUu,"Chemical","Chemical","Post Malone",2023-04-14,184013,78,true,nick170708!,2023-11-30T02:29:11Z,"","Mercury Records/Republic Records",0.49,0.88,2,-4.856,1,0.0435,0.00154,0,0.103,0.392,169.949,4
spotify:track:4KULAymBBJcPRpk1yO4dOG,"I Remember Everything (feat. Kacey Musgraves)","Zach Bryan","Zach Bryan,Kacey Musgraves",2023-08-25,227195,89,false,nick170708!,2023-09-01T15:22:06Z,"country,red dirt","Warner Records",0.429,0.453,0,-7.746,1,0.0459,0.554,0.000002,0.102,0.155,77.639,4
spotify:track:1Iq8oo9XkmmvCQiGOfORiz,"Is It Over Now? (Taylor's Version) (From The Vault)","1989 (Taylor's Version)","Taylor Swift",2023-10-26,229477,76,false,nick170708!,2023-10-30T00:12:43Z,"","Taylor Swift",0.599,0.651,0,-7.343,1,0.035,0.0486,0,0.126,0.153,100.001,4
spotify:track:7DswEZZthZ6piQpL25qGAM,"On My Mama","JAGUAR II","Victoria Monét",2023-08-25,184258,68,true,nick170708!,2024-02-05T11:21:56Z,"alternative r&b","Lovett Music/RCA Records",0.675,0.546,4,-7.716,0,0.0511,0.556,0.00441,0.167,0.607,77.415,4
spotify:track:741UUVE2kuITl0c6zuqqbO,"Barbie World (with Aqua) [From Barbie The Album]","Barbie World (with Aqua) [From Barbie The Album]","Nicki Minaj,Ice Spice,Aqua",2023-06-23,109750,73,true,nick170708!,2023-06-27T22:13:15Z,"europop,eurodance","Atlantic Records",0.77,0.58,0,-8.393,1,0.247,0.519,0.000127,0.233,0.753,144.072,4
spotify:track:2UW7JaomAMuX9pZrjVpHAU,"La Bebe - Remix","La Bebe (Remix)","Yng Lvcas,Peso Pluma",2023-03-17,234352,81,true,nick170708!,2023-12-26T05:01:18Z,"reggaeton mexa,reggaeton,electro corridos,dembow belico,corrido,corridos tumbados,corridos bélicos,música mexicana,sad sierreño,banda","WM Mexico",0.812,0.479,2,-5.678,0,0.333,0.213,0.00000121,0.0756,0.559,169.922,4
spotify:track:5L3ecxQnQ9qTBmnLQiwf0C,"K-POP","K-POP","Travis Scott,Bad Bunny,The Weeknd",2023-07-21,185220,72,true,nick170708!,2023-07-21T04:21:19Z,"rap,reggaeton,trap latino,urbano latino,latin","Cactus Jack/Epic",0.814,0.618,5,-5.614,0,0.0619,0.0386,0.00000334,0.671,0.535,121.075,4
spotify:track:7aqfrAY2p9BUSiupwk3svU,"First Person Shooter (feat. J. Cole)","For All The Dogs","Drake,J. Cole",2023-10-06,247444,76,true,nick170708!,2025-07-01T20:39:58Z,"rap","OVO/Republic",0.475,0.655,11,-7.342,0,0.33,0.0306,0,0.375,0.245,163.997,4
spotify:track:4OMJGnvZfDvsePyCwRGO7X,"Houdini","Houdini","Dua Lipa",2023-11-09,185917,21,false,nick170708!,2023-11-10T01:09:56Z,"pop","Warner Records",0.744,0.789,9,-4.876,0,0.059,0.0036,0.00144,0.0947,0.866,116.985,4
spotify:track:2gyxAWHebV7xPYVxqoi86f,"get him back!","GUTS","Olivia Rodrigo",2023-09-08,211141,80,true,nick170708!,2023-09-08T04:07:44Z,"","Olivia Rodrigo PS",0.553,0.847,5,-5.736,1,0.187,0.0143,0,0.561,0.733,162.024,4
spotify:track:0QHEIqNKsMoOY5urbzN48u,"Made You Look","Takin' It Back","Meghan Trainor",2022-10-21,134256,80,false,nick170708!,2023-01-07T03:25:17Z,"","Epic",0.834,0.522,10,-3.574,1,0.0703,0.34,0.00000159,0.0783,0.854,145.035,4
spotify:track:5sdQOyqq2IDhvmx2lHOpwd,"Super Shy","NewJeans 'Super Shy'","NewJeans",2023-07-07,154666,81,false,nick170708!,2023-07-20T23:13:42Z,"k-pop","ADOR",0.776,0.817,5,-6.018,0,0.0748,0.18,0.0000344,0.146,0.515,149.921,4
spotify:track:1xK59OXxi2TAAAbmZK0kBL,"Romantic Homicide","Romantic Homicide","d4vd",2022-07-20,132630,89,false,nick170708!,2023-11-29T20:58:23Z,"","Darkroom/Interscope Records",0.571,0.544,6,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132.052,4
spotify:track:5XeFesFbtLpXzIVDNQP22n,"I Wanna Be Yours","AM","Arctic Monkeys",2013-09-09,183956,94,false,nick170708!,2023-12-26T05:02:20Z,"indie,garage rock","Domino Recording Co",0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4
spotify:track:1i9lZvlaDdWDPyXEE95aiq,"TELEKINESIS (feat. SZA & Future)","UTOPIA","Travis Scott,SZA,Future",2023-07-28,353754,81,true,nick170708!,2024-01-23T15:05:23Z,"rap,r&b","Cactus Jack/Epic",0.458,0.535,5,-4.854,0,0.0281,0.575,0,0.168,0.216,82.826,4
spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,"Nobody Gets Me","SOS","SZA",2022-12-09,180853,86,true,nick170708!,2023-01-07T18:50:59Z,"r&b","Top Dawg Entertainment/RCA Records",0.358,0.284,7,-8.285,1,0.0285,0.805,0,0.183,0.276,99.796,3
spotify:track:4P9Q0GojKVXpRTJCaL3kyy,"All Of The Girls You Loved Before","All Of The Girls You Loved Before","Taylor Swift",2019-08-23,221407,76,false,nick170708!,2023-03-18T13:49:49Z,"","Taylor Swift",0.729,0.467,2,-9.682,1,0.0419,0.71,0.0000453,0.129,0.401,96.042,3
spotify:track:3iHzKA9HlXf5wsGdsrsnSA,"Forget Me","Broken By Desire To Be Heavenly Sent","Lewis Capaldi",2023-05-19,203666,76,false,nick170708!,2024-01-23T15:20:30Z,"soft pop","Vertigo Berlin",0.451,0.754,1,-3.749,0,0.0864,0.327,0,0.332,0.674,203.894,4
spotify:track:6iF4RgIjDvDqyW13PezSj3,"Single Soon","Single Soon","Selena Gomez",2023-08-25,171655,71,false,nick170708!,2023-08-25T14:18:34Z,"","Interscope Records",0.61,0.571,2,-5.649,1,0.0782,0.00863,0,0.131,0.747,105.01,4
spotify:track:4Dvkj6JhhA12EX05fT7y2e,"As It Was","Harry's House","Harry Styles",2022-05-20,167303,92,false,nick170708!,2023-01-07T03:24:47Z,"","Columbia",0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4
spotify:track:5mjYQaktjmjcMKcUIcqz4s,"Strangers","Strangers","Kenya Grace",2023-09-01,172964,80,false,nick170708!,2023-09-16T15:01:13Z,"","Warner Records/Major Recordings",0.628,0.523,11,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,169.982,4
spotify:track:3Ua0m0YmEjrMi9XErKcNiR,"Like Crazy","FACE","Jimin",2023-03-24,212241,78,false,nick170708!,2024-04-06T19:48:43Z,"k-pop","BIGHIT MUSIC",0.629,0.733,7,-5.445,1,0.0419,0.0025,0,0.357,0.362,120.001,4
spotify:track:0HD8mbiPjp3o94X3EaZp0o,"exes","exes","Tate McRae",2023-11-17,159400,7,true,nick170708!,2023-11-17T10:03:51Z,"","RCA Records Label",0.822,0.578,5,-6.542,0,0.0582,0.164,0.000252,0.11,0.627,136.966,4
spotify:track:2KslE17cAJNHTsI2MI0jb2,"Standing Next to You","GOLDEN","Jung Kook",2023-11-03,206019,85,false,nick170708!,2023-11-03T12:16:55Z,"k-pop","BIGHIT MUSIC",0.711,0.809,2,-4.389,0,0.0955,0.0447,0,0.339,0.816,106.017,4
spotify:track:3r8RuvgbX9s7ammBn07D3W,"Ditto","Ditto","NewJeans",2022-12-19,185506,81,false,nick170708!,2023-01-07T03:25:10Z,"k-pop","ADOR",0.814,0.641,6,-5.957,0,0.111,0.027,0,0.0993,0.183,133.854,4
spotify:track:0Nfh4u0J4bajcyp5pzaWCx,"Used To Be Young","Used To Be Young","Miley Cyrus",2023-08-25,191185,61,false,nick170708!,2023-08-25T14:18:45Z,"","Columbia",0.626,0.63,4,-3.834,1,0.0377,0.582,0,0.13,0.421,147.029,4
spotify:track:07bsRv0pcpbG4zJeLsUs1p,"Eyes Closed","Eyes Closed","Ed Sheeran",2023-03-24,194848,6,false,nick170708!,2023-03-24T09:57:32Z,"soft pop","Atlantic Records UK",0.777,0.526,2,-6.221,1,0.0645,0.302,0,0.105,0.389,107.071,4
spotify:track:0V3wPSX9ygBnCm8psDIegu,"Anti-Hero","Midnights","Taylor Swift",2022-10-21,200690,84,false,nick170708!,2023-01-07T03:25:00Z,"","Taylor Swift",0.633,0.648,4,-6.645,1,0.062,0.121,0.00000262,0.161,0.49,96.888,4
spotify:track:56xHMIfQPoe0prrSi3BGhf,"Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes","Can’t Catch Me Now (from The Hunger Games: The Ballad of Songbirds & Snakes)","Olivia Rodrigo",2023-11-03,205483,74,false,nick170708!,2023-11-10T10:48:17Z,"","Olivia Rodrigo",0.409,0.347,11,-8.159,0,0.0359,0.834,0.00000455,0.121,0.199,141.332,4
spotify:track:6pD0ufEQq0xdHSsRbg9LBK,"un x100to","un x100to","Grupo Frontera,Bad Bunny",2023-04-17,194563,80,false,nick170708!,2023-04-22T03:51:11Z,"cumbia norteña,banda,norteño,música mexicana,corrido,corridos tumbados,grupera,corridos bélicos,tejano,reggaeton,trap latino,urbano latino,latin","Rimas Entertainment LLC.",0.569,0.724,6,-4.076,0,0.0474,0.228,0,0.27,0.562,83.118,4
spotify:track:7ABLbnD53cQK00mhcaOUVG,"LALA","LA VIDA ES UNA","Myke Towers",2023-03-23,197920,85,true,nick170708!,2023-07-20T23:14:34Z,"reggaeton,trap latino,urbano latino","WEA Latina",0.708,0.737,1,-4.045,1,0.0436,0.0739,0.00162,0.0955,0.607,91.986,4
spotify:track:23RoR84KodL5HWvUTneQ1w,"(It Goes Like) Nanana - Edit","(It Goes Like) Nanana [Edit]","Peggy Gou",2023-06-15,231545,81,false,nick170708!,2023-08-18T20:59:43Z,"","XL Recordings",0.671,0.876,7,-5.681,0,0.0352,0.12,0.188,0.0823,0.964,129.998,4
spotify:track:3xIMkM5LgbVDkpO74O3Np3,"Rush","Rush","Troye Sivan",2023-07-13,156391,31,true,nick170708!,2023-07-14T04:09:59Z,"","EMI Recorded Music Australia Pty Ltd",0.728,0.841,10,-7.682,0,0.0567,0.00242,0.0000909,0.106,0.402,125.991,4
spotify:track:5AqiaZwhmC6dIbgWrD5SzV,"Peso Pluma: Bzrp Music Sessions Vol. 55","Peso Pluma: Bzrp Music Sessions Vol. 55","Bizarrap,Peso Pluma",2023-06-01,188361,73,true,nick170708!,2023-06-02T16:11:26Z,"argentine trap,trap latino,urbano latino,corrido,corridos tumbados,corridos bélicos,música mexicana,sad sierreño,banda,electro corridos","DALE PLAY Records",0.785,0.726,5,-6.422,0,0.0372,0.146,0,0.0952,0.622,133.118,4
spotify:track:609E1JCInJncactoMmkDon,"BESO","RR","ROSALÍA,Rauw Alejandro",2023-03-24,194543,79,false,nick170708!,2023-03-28T22:55:25Z,"latin,reggaeton,urbano latino,trap latino","Columbia Records/Duars Entertainment/Sony Music Latin",0.768,0.644,5,-6.671,0,0.136,0.736,0.000837,0.173,0.53,95.05,4
spotify:track:6T7FXSuXykeGktMLGp8WgE,"All My Life (feat. J. Cole)","Almost Healed","Lil Durk,J. Cole",2023-05-26,223878,70,true,nick170708!,2023-05-27T22:37:46Z,"chicago drill,drill,rap","Alamo",0.787,0.57,3,-5.881,1,0.225,0.0449,0,0.135,0.733,142.974,4
spotify:track:0yUaLqhsVsguBpoOPL4cO7,"In Ha Mood","In Ha Mood","Ice Spice",2023-01-06,129360,66,true,nick170708!,2023-03-17T18:11:37Z,"","10K Projects/Capitol Records",0.767,0.722,0,-6.586,1,0.31,0.678,0.000011,0.231,0.52,141.075,4
spotify:track:4VMRsbfZzd3SfQtaJ1Wpwi,"Double Fantasy (with Future)","Double Fantasy","The Weeknd,Future",2023-04-21,268235,73,true,nick170708!,2023-04-21T04:47:43Z,"rap","Republic Records",0.613,0.573,9,-7.277,0,0.0345,0.00572,0.00000258,0.432,0.124,119.041,4
spotify:track:3zkyus0njMCL6phZmNNEeN,"LET GO","LET GO","Central Cee",2022-12-15,174246,76,true,nick170708!,2023-01-07T03:25:26Z,"uk drill,drill,uk grime,grime","Central Cee",0.747,0.413,2,-11.197,0,0.488,0.848,0,0.17,0.481,146.05,4
spotify:track:1DmW5Ep6ywYwxc2HMT5BG6,"Tattoo","Tattoo","Loreen",2023-02-25,183374,84,false,nick170708!,2023-05-19T01:43:10Z,"europop","Universal Music AB",0.545,0.779,3,-6.235,0,0.0751,0.243,0.00000166,0.123,0.303,150.002,4
spotify:track:2NbsBSshscKIPRG3kwBbfo,"Never Felt So Alone","Never Felt So Alone","Labrinth",2023-04-07,160166,72,false,nick170708!,2023-04-21T04:47:50Z,"","Columbia",0.436,0.409,5,-4.438,1,0.0533,0.499,0.000166,0.38,0.363,98.357,3
spotify:track:1yHVHoz6Ny29gbbWJYVnFt,"Heaven","Heaven","Niall Horan",2023-02-17,186043,4,false,nick170708!,2023-02-25T15:59:58Z,"","Capitol Records",0.571,0.761,5,-3.485,1,0.0261,0.0708,0,0.331,0.681,91.991,4
spotify:track:4FAKtPVycI4DxoOHC01YqD,"Yandel 150","Resistencia","Yandel,Feid",2023-01-13,216148,74,true,nick170708!,2023-02-23T18:24:05Z,"reggaeton,urbano latino,latin","La Leyenda LLC",0.783,0.729,6,-3.549,0,0.0691,0.0492,0.000272,0.1,0.58,167.968,4
spotify:track:2mnXxnrX5vCGolNkaFvVeM,"La Jumpa","Sr. Santos","Arcángel,Bad Bunny",2022-12-01,255693,73,true,nick170708!,2023-01-07T03:25:03Z,"reggaeton,trap latino,urbano latino,latin","Rimas Entertainment LLC.",0.713,0.703,8,-5.769,1,0.194,0.298,0,0.321,0.576,123.06,4
